SALE TYPE,PROPERTY TYPE,CITY,zipcode,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,LATITUDE,LONGITUDE,num_school,school_rating_mean,Bayes_RatingSchool,crime_percentage
MLS Listing,Condo/Co-op,Federal Way,98023,299000.0,2.0,2.0,Federal Way,910.0,897600.0,1995.0,21.0,329.0,47.3044891,-122.3454437,14,1.7857142857142858,2.1635397123202003,22.01
MLS Listing,Single Family Residential,Federal Way,98023,499950.0,3.0,1.0,Buenna,820.0,9300.0,1960.0,22.0,610.0,47.3270153,-122.341232,14,1.7857142857142858,2.1635397123202003,22.01
PAST SALE,Single Family Residential,Federal Way,98023,599950.0,3.0,1.5,Dash Point,1680.0,8400.0,1966.0,22.0,357.0,47.330245,-122.344894,14,1.7857142857142858,2.1635397123202003,22.01
PAST SALE,Single Family Residential,Federal Way,98023,1289950.0,4.0,2.5,Federal Way,2850.0,17943.0,2024.0,28.0,453.0,47.2734681,-122.3415833,14,1.7857142857142858,2.1635397123202003,22.01
PAST SALE,Single Family Residential,Federal Way,98023,725000.0,5.0,2.5,Dash Point,2150.0,9732.0,1997.0,31.0,337.0,47.3060074,-122.3923752,14,1.7857142857142858,2.1635397123202003,22.01
PAST SALE,Single Family Residential,Federal Way,98023,625000.0,4.0,3.0,West Campus,2220.0,8596.0,1979.0,31.0,282.0,47.310762,-122.3372968,14,1.7857142857142858,2.1635397123202003,22.01
MLS Listing,Single Family Residential,Federal Way,98023,1324950.0,4.0,2.5,Federal Way,2850.0,15262.0,2024.0,32.0,465.0,47.2734784,-122.3419886,14,1.7857142857142858,2.1635397123202003,22.01
MLS Listing,Single Family Residential,Federal Way,98023,1049500.0,4.0,3.5,S Federal Way,3265.0,7233.0,2019.0,34.0,321.0,47.2792302,-122.3374292,14,1.7857142857142858,2.1635397123202003,22.01
PAST SALE,Single Family Residential,Federal Way,98023,1199999.0,5.0,3.5,S Federal Way,4160.0,8692.0,2019.0,40.0,288.0,47.2799437,-122.3362656,14,1.7857142857142858,2.1635397123202003,22.01
MLS Listing,Single Family Residential,Federal Way,98023,679000.0,3.0,2.5,Federal Way,2070.0,9583.0,1987.0,42.0,328.0,47.3252341,-122.3649524,14,1.7857142857142858,2.1635397123202003,22.01
MLS Listing,Single Family Residential,Federal Way,98023,865000.0,5.0,2.0,Twin Lakes,3270.0,11000.0,1978.0,44.0,265.0,47.3224827,-122.3849754,14,1.7857142857142858,2.1635397123202003,22.01
MLS Listing,Single Family Residential,Federal Way,98023,775000.0,3.0,2.5,Federal Way,2510.0,8762.0,1996.0,49.0,309.0,47.2850059,-122.3450389,14,1.7857142857142858,2.1635397123202003,22.01
PAST SALE,Townhouse,Federal Way,98023,289950.0,2.0,2.0,Federal Way,907.0,897600.0,1995.0,53.0,320.0,47.3044891,-122.3454437,14,1.7857142857142858,2.1635397123202003,22.01
MLS Listing,Single Family Residential,Federal Way,98023,1325000.0,5.0,3.0,Federal Way,3219.0,15107.0,2024.0,57.0,412.0,47.2734376,-122.3403929,14,1.7857142857142858,2.1635397123202003,22.01
MLS Listing,Single Family Residential,Federal Way,98023,625000.0,3.0,2.5,Twin Lakes,2731.0,7400.0,1977.0,59.0,229.0,47.3049433,-122.3762141,14,1.7857142857142858,2.1635397123202003,22.01
MLS Listing,Single Family Residential,Federal Way,98023,1150000.0,3.0,2.5,Buenna,2900.0,13125.0,1977.0,77.0,397.0,47.3381479,-122.3348267,14,1.7857142857142858,2.1635397123202003,22.01
MLS Listing,Single Family Residential,Federal Way,98023,769000.0,4.0,2.5,Dash Point,2660.0,8785.0,1989.0,83.0,289.0,47.3057136,-122.3938431,14,1.7857142857142858,2.1635397123202003,22.01
MLS Listing,Single Family Residential,Federal Way,98023,1120000.0,5.0,5.5,Federal Way,4650.0,7200.0,2008.0,85.0,241.0,47.3025429,-122.3858291,14,1.7857142857142858,2.1635397123202003,22.01
MLS Listing,Single Family Residential,Federal Way,98023,1249950.0,3.0,2.5,Federal Way,2647.0,15026.0,2024.0,92.0,472.0,47.2734408,-122.3405195,14,1.7857142857142858,2.1635397123202003,22.01
MLS Listing,Single Family Residential,Federal Way,98023,729950.0,4.0,2.5,Twin Lakes,2570.0,8466.0,1976.0,97.0,284.0,47.3158437,-122.3812818,14,1.7857142857142858,2.1635397123202003,22.01
MLS Listing,Single Family Residential,Federal Way,98023,645000.0,4.0,2.5,Twin Lakes,2540.0,7800.0,1978.0,106.0,254.0,47.3126546,-122.3881167,14,1.7857142857142858,2.1635397123202003,22.01
MLS Listing,Single Family Residential,Federal Way,98023,1500000.0,3.0,3.5,Federal Way,4456.0,19000.0,2024.0,106.0,337.0,47.2693655,-122.3371493,14,1.7857142857142858,2.1635397123202003,22.01
MLS Listing,Single Family Residential,Federal Way,98023,945000.0,5.0,2.5,Federal Way,3000.0,14700.0,1998.0,135.0,315.0,47.284429,-122.3440231,14,1.7857142857142858,2.1635397123202003,22.01
PAST SALE,Single Family Residential,Federal Way,98023,1199950.0,5.0,3.0,Federal Way,3267.0,17941.0,2024.0,159.0,367.0,47.2734414,-122.3405437,14,1.7857142857142858,2.1635397123202003,22.01
PAST SALE,Single Family Residential,Federal Way,98023,609900.0,3.0,2.5,Federal Way,2190.0,8051.0,1989.0,171.0,278.0,47.3058362,-122.3823281,14,1.7857142857142858,2.1635397123202003,22.01
MLS Listing,Single Family Residential,Federal Way,98023,1000000.0,4.0,2.5,Federal Way,3050.0,88542.0,1957.0,192.0,328.0,47.2826763,-122.3471345,14,1.7857142857142858,2.1635397123202003,22.01
MLS Listing,Single Family Residential,Federal Way,98023,1199950.0,5.0,3.0,Federal Way,2908.0,18095.0,2024.0,205.0,413.0,47.2734771,-122.341938,14,1.7857142857142858,2.1635397123202003,22.01
MLS Listing,Single Family Residential,Federal Way,98023,1174950.0,4.0,2.5,Federal Way,2730.0,17912.0,2024.0,205.0,430.0,47.2734395,-122.3404689,14,1.7857142857142858,2.1635397123202003,22.01
MLS Listing,Single Family Residential,Federal Way,98023,2500000.0,4.0,3.0,Marine View Park,2950.0,28314.0,1964.0,267.0,847.0,47.337039,-122.355946,14,1.7857142857142858,2.1635397123202003,22.01
MLS Listing,Single Family Residential,Fall City,98024,2200000.0,3.0,2.5,Lake Alice,2580.0,22850.0,1999.0,1.0,853.0,47.5314887,-121.8863195,2,5.0,3.9906191369606,20.3
PAST SALE,Single Family Residential,Fall City,98024,1195000.0,4.0,3.0,Fall City,3040.0,91476.0,1982.0,2.0,393.0,47.5828433,-121.8563391,2,5.0,3.9906191369606,20.3
PAST SALE,Single Family Residential,Fall City,98024,899000.0,3.0,3.0,Downtown - Fall City,1980.0,15300.0,2006.0,5.0,454.0,47.5651327,-121.8926025,2,5.0,3.9906191369606,20.3
MLS Listing,Single Family Residential,Fall City,98024,1174900.0,4.0,3.0,Fall City,2460.0,51867.0,1972.0,6.0,478.0,47.5661633,-121.9334189,2,5.0,3.9906191369606,20.3
MLS Listing,Single Family Residential,Fall City,98024,3398000.0,5.0,7.0,Blakely Woods,7904.0,224483.0,1992.0,6.0,430.0,47.611756,-121.94719,2,5.0,3.9906191369606,20.3
MLS Listing,Mobile/Manufactured Home,Fall City,98024,315000.0,3.0,2.0,Fall City,996.0,17727.0,1976.0,29.0,316.0,47.5559397,-121.8973992,2,5.0,3.9906191369606,20.3
PAST SALE,Single Family Residential,Fall City,98024,1699950.0,4.0,3.0,Lake Alice,3090.0,218671.0,1998.0,34.0,550.0,47.5319108,-121.9058539,2,5.0,3.9906191369606,20.3
PAST SALE,Mobile/Manufactured Home,Fall City,98024,650000.0,3.0,2.0,Fall City,1279.0,23625.0,2010.0,49.0,508.0,47.5568521,-121.8973095,2,5.0,3.9906191369606,20.3
PAST SALE,Single Family Residential,Issaquah,98027,965000.0,3.0,1.0,Issaquah,1220.0,9152.0,1958.0,1.0,791.0,47.524498,-122.0488413,8,4.625,4.245309568480301,23.98
MLS Listing,Single Family Residential,Issaquah,98027,1699000.0,5.0,3.5,Issaquah,3830.0,6555.0,1999.0,12.0,444.0,47.516191,-122.0330789,8,4.625,4.245309568480301,23.98
MLS Listing,Single Family Residential,Issaquah,98027,1475000.0,4.0,3.0,South Lake Sammamish,2145.0,7199.0,1973.0,1.0,688.0,47.5691319,-122.0870191,8,4.625,4.245309568480301,23.98
MLS Listing,Single Family Residential,Issaquah,98027,1395000.0,4.0,3.5,Talus,2440.0,2590.0,2006.0,1.0,572.0,47.5368319,-122.0722322,8,4.625,4.245309568480301,23.98
MLS Listing,Single Family Residential,Issaquah,98027,1775000.0,5.0,3.5,Mirrormont,3770.0,71874.0,2006.0,1.0,471.0,47.4608056,-122.011222,8,4.625,4.245309568480301,23.98
MLS Listing,Single Family Residential,Issaquah,98027,1499999.0,5.0,3.0,Issaquah,2860.0,17825.0,1966.0,1.0,524.0,47.5210561,-122.0422344,8,4.625,4.245309568480301,23.98
MLS Listing,Single Family Residential,Issaquah,98027,1500000.0,3.0,2.5,Squak Mountain,2030.0,16200.0,1984.0,1.0,739.0,47.516208,-122.0574052,8,4.625,4.245309568480301,23.98
MLS Listing,Single Family Residential,Issaquah,98027,1000000.0,3.0,2.0,South Lake Sammamish,2120.0,8400.0,1955.0,1.0,472.0,47.5580087,-122.080572,8,4.625,4.245309568480301,23.98
MLS Listing,Single Family Residential,Issaquah,98027,949990.0,5.0,3.0,Issaquah,3020.0,96703.0,1969.0,1.0,315.0,47.480686,-122.027907,8,4.625,4.245309568480301,23.98
MLS Listing,Single Family Residential,Issaquah,98027,898000.0,3.0,1.5,Tiger Mountain,1990.0,121532.0,1957.0,1.0,451.0,47.4743774,-121.9956078,8,4.625,4.245309568480301,23.98
MLS Listing,Single Family Residential,Issaquah,98027,1495000.0,3.0,2.5,Issaquah,2780.0,52272.0,1989.0,1.0,538.0,47.4780263,-122.063603,8,4.625,4.245309568480301,23.98
PAST SALE,Single Family Residential,Issaquah,98027,1195000.0,3.0,2.5,Squak Mountain,2500.0,11704.0,1967.0,1.0,478.0,47.5259691,-122.0526041,8,4.625,4.245309568480301,23.98
MLS Listing,Single Family Residential,Issaquah,98027,2900000.0,3.0,2.0,South Lake Sammamish,2200.0,20914.0,1925.0,1.0,1318.0,47.5700798,-122.0958806,8,4.625,4.245309568480301,23.98
MLS Listing,Single Family Residential,Issaquah,98027,499950.0,3.0,2.0,Hobart,1200.0,41874.0,1969.0,1.0,417.0,47.479083,-122.029943,8,4.625,4.245309568480301,23.98
MLS Listing,Condo/Co-op,Issaquah,98027,350000.0,2.0,1.0,Downtown Issaquah,783.0,62526.0,1986.0,1.0,447.0,47.5340876,-122.0329837,8,4.625,4.245309568480301,23.98
PAST SALE,Single Family Residential,Issaquah,98027,1300000.0,4.0,2.5,Squak Mountain,2360.0,9600.0,1980.0,2.0,551.0,47.5352316,-122.0560057,8,4.625,4.245309568480301,23.98
PAST SALE,Single Family Residential,Issaquah,98027,995000.0,3.0,2.5,Downtown Issaquah,1751.0,2589.0,2000.0,2.0,568.0,47.5313653,-122.046804,8,4.625,4.245309568480301,23.98
MLS Listing,Single Family Residential,Issaquah,98027,1499950.0,5.0,3.0,Issaquah,4130.0,45738.0,1978.0,2.0,363.0,47.4702025,-121.9993705,8,4.625,4.245309568480301,23.98
PAST SALE,Single Family Residential,Issaquah,98027,1500000.0,4.0,2.5,Issaquah,3240.0,11024.0,1981.0,3.0,463.0,47.5367496,-122.0559265,8,4.625,4.245309568480301,23.98
PAST SALE,Single Family Residential,Issaquah,98027,1175000.0,3.0,3.0,Mirrormont,2270.0,39150.0,1978.0,4.0,518.0,47.4709767,-122.0052979,8,4.625,4.245309568480301,23.98
PAST SALE,Single Family Residential,Issaquah,98027,750000.0,3.0,2.0,May Valley,1320.0,9770.0,1970.0,4.0,568.0,47.4968282,-122.0895399,8,4.625,4.245309568480301,23.98
MLS Listing,Single Family Residential,Issaquah,98027,1595000.0,4.0,3.5,Mirrormont,3990.0,45825.0,1974.0,5.0,400.0,47.4619764,-122.0027433,8,4.625,4.245309568480301,23.98
PAST SALE,Single Family Residential,Issaquah,98027,1250000.0,3.0,2.5,Issaquah,2040.0,9800.0,1985.0,5.0,613.0,47.5376406,-122.0568997,8,4.625,4.245309568480301,23.98
PAST SALE,Single Family Residential,Issaquah,98027,1350000.0,4.0,3.0,Squak Mountain,2550.0,14300.0,1976.0,5.0,529.0,47.530807,-122.049112,8,4.625,4.245309568480301,23.98
MLS Listing,Single Family Residential,Issaquah,98027,1799000.0,4.0,4.0,Issaquah,3658.0,33750.0,1968.0,6.0,492.0,47.454552,-121.9973206,8,4.625,4.245309568480301,23.98
PAST SALE,Single Family Residential,Issaquah,98027,1250000.0,3.0,2.5,Cougar Mountain,2730.0,10155.0,1988.0,6.0,458.0,47.5502195,-122.0770625,8,4.625,4.245309568480301,23.98
PAST SALE,Single Family Residential,Issaquah,98027,1895900.0,4.0,3.5,Talus,4520.0,6664.0,2003.0,6.0,419.0,47.538541,-122.0687342,8,4.625,4.245309568480301,23.98
MLS Listing,Single Family Residential,Issaquah,98027,2350000.0,4.0,3.5,Squak Mountain,5280.0,37059.0,1991.0,6.0,445.0,47.5189898,-122.0540587,8,4.625,4.245309568480301,23.98
MLS Listing,Single Family Residential,Issaquah,98027,2245000.0,4.0,2.5,Issaquah,3500.0,28485.0,1987.0,6.0,641.0,47.4852661,-122.0640308,8,4.625,4.245309568480301,23.98
PAST SALE,Single Family Residential,Issaquah,98027,979000.0,3.0,3.0,Tiger Mountain,2240.0,181209.0,1978.0,7.0,437.0,47.4502767,-121.9820546,8,4.625,4.245309568480301,23.98
MLS Listing,Condo/Co-op,Issaquah,98027,565000.0,2.0,2.0,Issaquah,1030.0,397931.0,1996.0,7.0,549.0,47.5449709,-122.0673104,8,4.625,4.245309568480301,23.98
MLS Listing,Single Family Residential,Issaquah,98027,2299000.0,4.0,4.0,Squak Mountain,3010.0,15098.0,2024.0,7.0,764.0,47.5216132,-122.0464663,8,4.625,4.245309568480301,23.98
PAST SALE,Single Family Residential,Issaquah,98027,1295000.0,4.0,3.0,Issaquah,3844.0,15758.0,1967.0,9.0,337.0,47.5118937,-122.0302453,8,4.625,4.245309568480301,23.98
PAST SALE,Single Family Residential,Issaquah,98027,1175000.0,3.0,3.0,Issaquah,2610.0,57934.0,1950.0,10.0,450.0,47.4799885,-122.0504922,8,4.625,4.245309568480301,23.98
MLS Listing,Single Family Residential,Issaquah,98027,1950000.0,4.0,2.5,Issaquah,3300.0,6229.0,2012.0,13.0,591.0,47.5532315,-122.0771296,8,4.625,4.245309568480301,23.98
PAST SALE,Single Family Residential,Issaquah,98027,1598000.0,4.0,3.0,Issaquah,3440.0,12182.0,1964.0,13.0,465.0,47.5129537,-122.029922,8,4.625,4.245309568480301,23.98
PAST SALE,Single Family Residential,Issaquah,98027,1699950.0,4.0,3.0,Tiger Mountain,5820.0,240015.0,2008.0,14.0,292.0,47.484858,-122.004035,8,4.625,4.245309568480301,23.98
MLS Listing,Single Family Residential,Issaquah,98027,4200000.0,3.0,3.0,South Lake Sammamish,3120.0,20980.0,1928.0,14.0,1346.0,47.5714875,-122.0968426,8,4.625,4.245309568480301,23.98
MLS Listing,Multi-Family (2-4 Unit),Issaquah,98027,1489000.0,5.0,4.0,Downtown Issaquah,2530.0,4360.0,2015.0,14.0,589.0,47.5333374,-122.0415675,8,4.625,4.245309568480301,23.98
MLS Listing,Single Family Residential,Issaquah,98027,2395000.0,4.0,4.0,Upper Preston,4003.0,62780.0,2006.0,14.0,598.0,47.4987432,-121.9022919,8,4.625,4.245309568480301,23.98
MLS Listing,Single Family Residential,Issaquah,98027,3200000.0,5.0,4.5,Issaquah,4960.0,7474.0,2007.0,14.0,645.0,47.5523341,-122.0778433,8,4.625,4.245309568480301,23.98
MLS Listing,Single Family Residential,Issaquah,98027,998000.0,4.0,2.0,May Valley,2400.0,50529.0,1957.0,15.0,416.0,47.4792184,-122.0420193,8,4.625,4.245309568480301,23.98
MLS Listing,Single Family Residential,Issaquah,98027,1000000.0,4.0,2.0,Issaquah,2410.0,9600.0,1913.0,16.0,415.0,47.5298419,-122.0304593,8,4.625,4.245309568480301,23.98
MLS Listing,Single Family Residential,Issaquah,98027,1700000.0,4.0,3.5,Squak Mountain,3670.0,61102.0,1979.0,16.0,463.0,47.4915437,-122.0622175,8,4.625,4.245309568480301,23.98
PAST SALE,Single Family Residential,Issaquah,98027,1198500.0,3.0,3.0,Mirrormont,3000.0,39653.0,1967.0,18.0,400.0,47.4630281,-121.9963548,8,4.625,4.245309568480301,23.98
MLS Listing,Single Family Residential,Issaquah,98027,1499999.0,6.0,4.0,Issaquah,4420.0,142441.0,1976.0,18.0,339.0,47.4526767,-122.0263123,8,4.625,4.245309568480301,23.98
MLS Listing,Single Family Residential,Issaquah,98027,2700000.0,4.0,3.5,Issaquah,5920.0,303177.0,2007.0,20.0,456.0,47.4765469,-122.038341,8,4.625,4.245309568480301,23.98
MLS Listing,Single Family Residential,Issaquah,98027,1799950.0,5.0,3.5,Upper Preston,3810.0,312760.0,1985.0,21.0,472.0,47.486546,-121.894207,8,4.625,4.245309568480301,23.98
MLS Listing,Single Family Residential,Issaquah,98027,1725000.0,4.0,3.5,South Lake Sammamish,3240.0,8671.0,1978.0,27.0,532.0,47.5630251,-122.090167,8,4.625,4.245309568480301,23.98
MLS Listing,Single Family Residential,Issaquah,98027,1150000.0,4.0,2.0,Squak Mountain,1900.0,12500.0,1962.0,28.0,605.0,47.5260208,-122.0513443,8,4.625,4.245309568480301,23.98
PAST SALE,Single Family Residential,Issaquah,98027,799900.0,2.0,1.0,Downtown Issaquah,1070.0,6098.0,1952.0,29.0,748.0,47.525941,-122.038569,8,4.625,4.245309568480301,23.98
MLS Listing,Single Family Residential,Issaquah,98027,5828000.0,2.0,2.0,Lake Sammamish,1320.0,41086.0,1925.0,29.0,4415.0,47.5563566,-122.0781609,8,4.625,4.245309568480301,23.98
MLS Listing,Single Family Residential,Issaquah,98027,1575000.0,4.0,3.0,South Lake Sammamish,2015.0,7712.0,1973.0,30.0,782.0,47.5687428,-122.0868978,8,4.625,4.245309568480301,23.98
PAST SALE,Single Family Residential,Issaquah,98027,1149000.0,4.0,2.0,Issaquah,2050.0,15504.0,1962.0,33.0,560.0,47.5242935,-122.0518223,8,4.625,4.245309568480301,23.98
MLS Listing,Single Family Residential,Issaquah,98027,995000.0,4.0,2.0,Mirrormont,2350.0,40209.0,1965.0,42.0,423.0,47.4595863,-121.9880353,8,4.625,4.245309568480301,23.98
MLS Listing,Single Family Residential,Issaquah,98027,1475000.0,4.0,2.5,Issaquah,2910.0,35001.0,1987.0,43.0,507.0,47.4868367,-122.0692421,8,4.625,4.245309568480301,23.98
MLS Listing,Single Family Residential,Issaquah,98027,1365000.0,3.0,3.5,Mirrormont,2738.0,33965.0,1982.0,43.0,499.0,47.4642496,-121.9991347,8,4.625,4.245309568480301,23.98
MLS Listing,Single Family Residential,Issaquah,98027,1999900.0,5.0,3.5,Montreux,3762.0,11836.0,1998.0,50.0,532.0,47.5586792,-122.089523,8,4.625,4.245309568480301,23.98
PAST SALE,Multi-Family (2-4 Unit),Issaquah,98027,799000.0,4.0,2.0,Issaquah,1610.0,6275.0,1967.0,57.0,496.0,47.5316835,-122.0281583,8,4.625,4.245309568480301,23.98
MLS Listing,Single Family Residential,Issaquah,98027,1600000.0,1.0,1.0,South Lake Sammamish,1260.0,7256.0,1929.0,71.0,1270.0,47.5715605,-122.0971557,8,4.625,4.245309568480301,23.98
PAST SALE,Single Family Residential,Issaquah,98027,2850000.0,4.0,3.0,Issaquah,3980.0,7700.0,1986.0,72.0,716.0,47.5574386,-122.0790641,8,4.625,4.245309568480301,23.98
MLS Listing,Single Family Residential,Issaquah,98027,7570000.0,5.0,6.0,Issaquah,11412.0,435600.0,1993.0,105.0,663.0,47.499803,-122.072708,8,4.625,4.245309568480301,23.98
MLS Listing,Single Family Residential,Issaquah,98027,3200000.0,4.0,4.5,Issaquah,4540.0,208216.0,2024.0,167.0,705.0,47.481471,-122.042963,8,4.625,4.245309568480301,23.98
MLS Listing,Single Family Residential,Issaquah,98027,1545000.0,3.0,3.5,Mirrormont,4610.0,34210.0,1993.0,236.0,335.0,47.470361,-122.0067283,8,4.625,4.245309568480301,23.98
MLS Listing,Single Family Residential,Issaquah,98027,6300000.0,4.0,6.0,West Lake Sammamish,4727.0,18195.0,2005.0,294.0,1333.0,47.5694992,-122.0893985,8,4.625,4.245309568480301,23.98
PAST SALE,Single Family Residential,Kenmore,98028,1200000.0,3.0,3.0,Kenmore,1670.0,18928.0,1950.0,6.0,719.0,47.7614365,-122.2586613,5,4.2,3.882634980195956,16.62
MLS Listing,Townhouse,Kenmore,98028,774000.0,2.0,2.5,Kenmore,1456.0,50536.0,2019.0,8.0,532.0,47.7513587,-122.2481331,5,4.2,3.882634980195956,16.62
PAST SALE,Single Family Residential,Kenmore,98028,1599950.0,5.0,4.0,Kenmore,3004.0,5221.0,2023.0,1.0,533.0,47.7757329,-122.2314807,5,4.2,3.882634980195956,16.62
PAST SALE,Single Family Residential,Kenmore,98028,1849950.0,5.0,3.0,Kenmore,3127.0,6300.0,2024.0,44.0,592.0,47.7379259,-122.2476266,5,4.2,3.882634980195956,16.62
MLS Listing,Single Family Residential,Kenmore,98028,1398000.0,4.0,3.5,Kenmore,2960.0,15367.0,2007.0,1.0,472.0,47.7621835,-122.260802,5,4.2,3.882634980195956,16.62
MLS Listing,Single Family Residential,Kenmore,98028,1000000.0,3.0,2.5,Uplake,2270.0,12770.0,1967.0,1.0,441.0,47.7617267,-122.269212,5,4.2,3.882634980195956,16.62
MLS Listing,Single Family Residential,Kenmore,98028,1389000.0,4.0,2.5,Inglewood/Inglemoor,3000.0,4525.0,2009.0,1.0,463.0,47.7485146,-122.2305206,5,4.2,3.882634980195956,16.62
MLS Listing,Single Family Residential,Kenmore,98028,1300000.0,4.0,2.5,Kenmore,2450.0,5359.0,2004.0,1.0,531.0,47.7723257,-122.2286223,5,4.2,3.882634980195956,16.62
MLS Listing,Townhouse,Kenmore,98028,949500.0,4.0,3.5,Kenmore,2110.0,1950.0,2020.0,1.0,450.0,47.7601707,-122.2530066,5,4.2,3.882634980195956,16.62
PAST SALE,Townhouse,Kenmore,98028,899950.0,4.0,3.5,Kenmore,1804.0,1542.0,2023.0,1.0,499.0,47.7649507,-122.2517963,5,4.2,3.882634980195956,16.62
PAST SALE,Single Family Residential,Kenmore,98028,1989000.0,4.0,4.0,Inglewood/Inglemoor,3359.0,7808.0,2024.0,1.0,592.0,47.747216,-122.2422622,5,4.2,3.882634980195956,16.62
PAST SALE,Townhouse,Kenmore,98028,919950.0,4.0,3.5,Kenmore,1775.0,1089.0,2024.0,2.0,518.0,47.7643218,-122.2499234,5,4.2,3.882634980195956,16.62
PAST SALE,Single Family Residential,Kenmore,98028,1150000.0,5.0,3.5,Kenmore,2540.0,9601.0,1988.0,2.0,453.0,47.7704508,-122.260724,5,4.2,3.882634980195956,16.62
PAST SALE,Single Family Residential,Kenmore,98028,1890000.0,4.0,4.0,Kenmore,3320.0,5463.0,2022.0,2.0,569.0,47.7482366,-122.2376971,5,4.2,3.882634980195956,16.62
MLS Listing,Single Family Residential,Kenmore,98028,1280000.0,4.0,2.5,Kenmore,2200.0,4544.0,2010.0,2.0,582.0,47.7724661,-122.2679636,5,4.2,3.882634980195956,16.62
MLS Listing,Single Family Residential,Kenmore,98028,1250000.0,3.0,3.0,Kenmore,2950.0,8100.0,1967.0,2.0,424.0,47.7417549,-122.2284295,5,4.2,3.882634980195956,16.62
PAST SALE,Single Family Residential,Kenmore,98028,998000.0,4.0,2.5,Kenmore,1612.0,4667.0,2009.0,3.0,619.0,47.7610826,-122.2328606,5,4.2,3.882634980195956,16.62
PAST SALE,Single Family Residential,Kenmore,98028,2150000.0,5.0,3.0,Moorlands,3660.0,15810.0,2019.0,4.0,587.0,47.7519403,-122.2449512,5,4.2,3.882634980195956,16.62
PAST SALE,Single Family Residential,Kenmore,98028,1000000.0,4.0,3.0,Kenmore,2310.0,13930.0,1973.0,4.0,433.0,47.7674575,-122.2617638,5,4.2,3.882634980195956,16.62
PAST SALE,Single Family Residential,Kenmore,98028,1225000.0,4.0,4.0,Kenmore,3015.0,20095.0,1953.0,4.0,406.0,47.7382746,-122.245119,5,4.2,3.882634980195956,16.62
PAST SALE,Single Family Residential,Kenmore,98028,775000.0,3.0,2.0,Kenmore,1620.0,10125.0,1956.0,4.0,478.0,47.7656142,-122.2659108,5,4.2,3.882634980195956,16.62
PAST SALE,Single Family Residential,Kenmore,98028,1849000.0,5.0,4.0,Inglewood/Inglemoor,3105.0,6650.0,2024.0,6.0,595.0,47.7471402,-122.2424548,5,4.2,3.882634980195956,16.62
MLS Listing,Single Family Residential,Kenmore,98028,1799995.0,5.0,3.5,Kenmore,4390.0,11498.0,1985.0,7.0,410.0,47.7360281,-122.2443509,5,4.2,3.882634980195956,16.62
PAST SALE,Single Family Residential,Kenmore,98028,1000000.0,4.0,2.5,Inglewood,1920.0,6011.0,1994.0,7.0,521.0,47.748659,-122.2456523,5,4.2,3.882634980195956,16.62
PAST SALE,Single Family Residential,Kenmore,98028,1150000.0,4.0,3.0,Kenmore,2300.0,6900.0,1976.0,8.0,500.0,47.7689654,-122.260926,5,4.2,3.882634980195956,16.62
PAST SALE,Single Family Residential,Kenmore,98028,890000.0,3.0,2.0,Kenmore,1650.0,7300.0,1971.0,8.0,539.0,47.7757888,-122.2625846,5,4.2,3.882634980195956,16.62
PAST SALE,Townhouse,Kenmore,98028,899950.0,2.0,2.5,Kenmore,1460.0,1.0,1982.0,8.0,616.0,47.757155,-122.262306,5,4.2,3.882634980195956,16.62
PAST SALE,Single Family Residential,Kenmore,98028,1495000.0,4.0,2.5,Inglewood/Inglemoor,3670.0,52253.0,2008.0,9.0,407.0,47.7504205,-122.2313633,5,4.2,3.882634980195956,16.62
PAST SALE,Single Family Residential,Kenmore,98028,1399000.0,4.0,2.5,Finn Hill,2310.0,7329.0,1992.0,9.0,606.0,47.7337282,-122.2190196,5,4.2,3.882634980195956,16.62
PAST SALE,Single Family Residential,Kenmore,98028,924950.0,4.0,3.0,Lake Forest Park,2610.0,6309.0,2000.0,14.0,354.0,47.7732693,-122.2328641,5,4.2,3.882634980195956,16.62
PAST SALE,Single Family Residential,Kenmore,98028,1599950.0,4.0,3.5,Arrowhead,3550.0,39351.0,1987.0,14.0,451.0,47.736531,-122.259594,5,4.2,3.882634980195956,16.62
MLS Listing,Single Family Residential,Kenmore,98028,1480000.0,5.0,3.5,Kenmore,3040.0,5400.0,2015.0,14.0,487.0,47.74911,-122.2399925,5,4.2,3.882634980195956,16.62
MLS Listing,Single Family Residential,Kenmore,98028,1400000.0,5.0,3.0,Kenmore,3100.0,18640.0,1959.0,14.0,452.0,47.7616498,-122.2564793,5,4.2,3.882634980195956,16.62
PAST SALE,Single Family Residential,Kenmore,98028,1150000.0,4.0,3.0,Moorlands,2350.0,14160.0,1977.0,16.0,489.0,47.7441201,-122.2439878,5,4.2,3.882634980195956,16.62
MLS Listing,Townhouse,Kenmore,98028,949950.0,4.0,3.5,Kenmore,1775.0,1469.0,2024.0,17.0,535.0,47.7643218,-122.2499234,5,4.2,3.882634980195956,16.62
MLS Listing,Townhouse,Kenmore,98028,919950.0,4.0,3.5,Kenmore,1775.0,1090.0,2024.0,17.0,518.0,47.7643218,-122.2499234,5,4.2,3.882634980195956,16.62
MLS Listing,Townhouse,Kenmore,98028,919950.0,4.0,3.5,Kenmore,1775.0,1091.0,2024.0,21.0,518.0,47.7643218,-122.2499234,5,4.2,3.882634980195956,16.62
